Symbol,Date,total,price
AAPL,2012-01-03,10796237,410.9559803633589
AAPL,2012-01-04,9294624,412.4937650276922
AAPL,2012-01-05,9688855,416.0138068109387
AAPL,2012-01-06,11370916,421.0564364066856
AAPL,2012-01-09,14074756,424.7141437883521
AAPL,2012-01-10,9226966,423.7767585695685
AAPL,2012-01-11,7686037,421.1936276537168
AAPL,2012-01-12,7598373,420.9304745567611
AAPL,2012-01-13,8080563,419.5944517949561
AAPL,2012-01-17,8678465,424.8310643874756
AAPL,2012-01-18,9885994,427.8301853302846
AAPL,2012-01-19,9349395,429.0971007282913
AAPL,2012-01-20,14785407,422.5467691723176
AAPL,2012-01-23,10934438,426.3334423695438
AAPL,2012-01-24,19559969,431.513216790257
AAPL,2012-01-25,34235011,448.3491477861607
AAPL,2012-01-26,11582177,445.3788414592832
AAPL,2012-01-27,10742445,446.3083757822156
AAPL,2012-01-30,13808481,451.300664525756
AAPL,2012-01-31,14054951,455.9346704129517
AAPL,2012-02-01,9645136,456.735648085517
AAPL,2012-02-02,6674001,455.1083908135897
AAPL,2012-02-03,10246287,458.6675571382675
AAPL,2012-02-06,8918228,462.7421423342175
AAPL,2012-02-07,11294889,467.8699172980647
AAPL,2012-02-08,14568040,473.2998743984784
AAPL,2012-02-09,31581660,490.7023417420183
AAPL,2012-02-10,22546825,494.2487072196811
AAPL,2012-02-13,18477558,500.4997228578419
AAPL,2012-05-16,20047608,548.7855858730788
AAPL,2012-05-17,25688089,536.3247950178051
AAPL,2012-05-18,26162867,535.5479558227681
AAPL,2012-05-21,22541570,549.5480080027884
AAPL,2012-05-22,24850922,564.9860516002548
AAPL,2012-05-23,20888595,561.451675821851
AAPL,2012-05-24,17721358,568.3501997992455
AAPL,2012-05-25,11739814,561.1132813933314
AAPL,2012-05-29,13592186,569.9885679238623
AAPL,2012-05-30,18914595,573.9490211744029
AAPL,2012-05-31,17570115,577.3520406787457
AAPL,2012-06-01,18607240,566.0746263638642
AAPL,2012-06-04,19893651,557.1491194605533
AAPL,2012-06-05,13859068,562.8022544575393
AAPL,2012-06-06,14357366,570.800193636033
AAPL,2012-06-07,13573842,573.9718974614528
AAPL,2012-06-08,12486696,575.1552543798404
AAPL,2012-06-11,21121510,582.1162175107077
AAPL,2012-06-12,15555923,572.7162542626933
AAPL,2012-06-13,10491860,574.9229559279796
AAPL,2012-06-14,12431609,570.9840425423047
AAPL,2012-06-15,12033432,571.5693188185847
